SEND,EB,92,3E,A2,ED,63,06,02,00,00,00,00,00,00,00,00,00,1E
RECEIVED,EB,90,9C,C3,F9,00,D2,99,00,00,00,00,00,00,00,00,00,D8,00,B3,71,01,0A,3A,10,C1,23,E8,2F,C0,06,47,20,40,01,00,00,EB,90,5D,7E,01,00,04,82,EB,92,3E,A2,ED,63,06,02,1E,41,0A,41,0A,91,01,00,E5,B9,37,3B,B2,6E,22,BC,77,B6,03,BA,EA,DA,8D,3E,6D,B5,00,41,12,77,D2,3D,00,00,C0,41,00,00,C8,41,00,00,00,00,0A,00,0A,00,00,00,00,00,00,BB,B9
RECEIVED,EB,90,3F,C5,F9,00,D3,99,00,00,00,00,00,00,00,00,00,DA,00,B2,72,01,5C,C4,0F,C1,C7,FC,2E,C0,B8,5D,1D,40,01,00,00,EB,90,08,80,01,00,05,82,EB,92,3E,A2,ED,63,06,02,1E,41,0A,41,0A,90,01,00,AD,57,01,3B,D9,18,E0,BB,37,29,D0,B9,8A,47,45,3E,1B,24,B2,40,D9,19,91,3D,00,00,C0,41,00,00,C8,41,00,00,00,00,0A,00,0A,00,00,00,00,00,00,40,2A
RECEIVED,EB,90,CC,DE,F9,00,D4,99,00,00,00,00,00,00,00,00,00,D7,00,B3,71,01,9E,1C,10,C1,01,24,2F,C0,92,F8,1F,40,01,00,00,EB,90,E1,87,01,00,06,82,EB,92,3E,A2,ED,63,06,02,1E,41,0A,41,0A,91,01,00,B8,62,B7,3A,DD,AD,9B,BB,75,E3,D4,B9,33,2E,07,3E,6B,A8,76,40,78,AE,44,3D,00,00,C0,41,00,00,C8,41,60,78,98,BA,0A,00,0A,00,00,00,00,00,00,18,C2
RECEIVED,EB,90,E9,E0,F9,00,D5,99,00,00,00,00,00,00,00,00,00,D8,00,B3,72,01,5C,C4,0F,C1,23,E8,2F,C0,E4,82,1F,40,01,00,00,EB,90,0E,88,01,00,07,82,EB,92,3E,A2,ED,63,06,02,1E,41,0A,41,0A,91,47,00,24,A1,88,3A,91,A0,58,BB,43,63,59,B9,A2,26,BC,3D,ED,C3,2A,40,A9,AE,E6,3C,00,00,C0,41,00,00,C8,41,06,51,E6,BA,0A,00,0A,00,00,00,00,00,00,FD,87
RECEIVED,EB,90,04,E3,F9,00,D6,99,00,00,00,00,00,00,00,00,00,D8,00,B3,70,01,85,89,0F,C1,75,72,2F,C0,4E,70,1E,40,01,00,00,EB,90,3B,88,01,00,08,82,EB,92,3E,A2,ED,63,06,02,1E,41,0A,41,0A,90,8D,00,17,C6,45,3A,82,7A,24,BB,F9,36,E8,B8,8E,84,88,3D,66,8B,EC,3F,CF,68,B2,3C,00,00,C0,41,00,00,C8,41,7C,F2,07,BB,0A,00,0A,00,00,00,00,00,00,E7,DB
RECEIVED,EB,90,20,E5,F9,00,D7,99,00,00,00,00,00,00,00,00,00,D9,00,B2,72,01,5C,C4,0F,C1,5D,0F,30,C0,4A,CF,21,40,01,00,00,EB,90,69,88,01,00,09,82,EB,92,3E,A2,ED,63,06,02,1E,41,0A,41,0A,91,D3,00,54,0B,F8,39,AD,E2,E5,BA,84,F0,A5,38,67,94,4F,3D,52,25,A4,3F,70,0E,5A,3C,00,00,C0,41,00,00,C8,41,DC,2E,F2,BA,0A,00,0A,00,00,00,00,00,00,B5,11
RECEIVED,EB,90,3C,E7,F9,00,D8,99,00,00,00,00,00,00,00,00,00,D9,00,B3,70,01,64,F5,0F,C1,23,E8,2F,C0,EE,E3,20,40,01,00,00,EB,90,9B,88,01,00,0A,82,EB,92,3E,A2,ED,63,06,02,1E,41,0A,41,0A,91,19,01,EF,6B,A7,39,E6,89,C1,BA,80,E3,83,39,5E,24,0D,3D,7F,11,62,3F,D0,C5,CF,3B,00,00,C0,41,00,00,C8,41,86,B9,93,BA,0A,00,0A,00,00,00,00,00,00,82,42
RECEIVED,EB,90,58,E9,F9,00,D9,99,00,00,00,00,00,00,00,00,00,D9,00,B3,72,01,B6,7F,0F,C1,8D,D5,2E,C0,40,6E,20,40,01,00,00,EB,90,CD,88,01,00,0B,82,EB,92,3E,A2,ED,63,06,02,1E,41,0A,41,0A,91,5F,01,52,3D,09,39,A2,00,A3,BA,44,76,ED,39,7E,4B,BE,3C,3A,AD,1B,3F,BE,CE,2B,3B,00,00,C0,41,00,00,C8,41,80,C2,32,39,0A,00,0A,00,00,00,00,00,00,6B,58
RECEIVED,EB,90,74,EB,F9,00,DA,99,00,00,00,00,00,00,00,00,00,D9,00,B3,70,01,C7,E1,0F,C1,23,E8,2F,C0,E4,82,1F,40,01,00,00,EB,90,FF,88,01,00,0C,82,EB,92,3E,A2,ED,63,06,02,1E,41,0A,41,0A,90,A5,01,14,31,2A,B8,2F,7D,88,BA,7C,93,E0,39,D4,BB,93,3C,E4,B7,D8,3E,B2,54,5C,3B,00,00,C0,41,00,00,C8,41,92,2F,B7,3A,0A,00,0A,00,00,00,00,00,00,28,4B
RECEIVED,EB,90,90,ED,F9,00,DB,99,00,00,00,00,00,00,00,00,00,DA,00,B3,72,01,2A,CE,0F,C1,C7,FC,2E,C0,CC,1F,20,40,01,00,00,EB,90,31,89,01,00,0D,82,EB,92,3E,A2,ED,63,06,02,1E,41,0A,41,0A,91,EB,01,95,DF,9D,36,FF,06,4C,BA,CF,66,02,39,D9,26,2A,3C,C1,C4,97,3E,41,55,48,39,00,00,C0,41,00,00,C8,41,E9,E1,E5,3A,0A,00,0A,00,00,00,00,00,00,C1,2F
RECEIVED,EB,90,BF,EF,F9,00,DC,99,00,00,00,00,00,00,00,00,00,DA,00,B3,70,01,22,9D,0F,C1,8D,D5,2E,C0,14,49,1E,40,01,00,00,EB,90,63,89,01,00,0E,82,EB,92,3E,A2,ED,63,06,02,1E,41,0A,41,0A,90,31,02,4F,21,31,B9,FF,4A,1C,BA,EA,A3,52,39,78,36,EF,3B,2D,97,52,3E,14,F0,57,39,00,00,C0,41,00,00,C8,41,00,A8,18,3B,0A,00,0A,00,00,00,00,00,00,53,20
RECEIVED,EB,90,DC,F1,F9,00,DD,99,00,00,00,00,00,00,00,00,00,D9,00,B3,72,01,D0,12,10,C1,53,AE,2E,C0,6C,93,22,40,01,00,00,EB,90,95,89,01,00,0F,82,EB,92,3E,A2,ED,63,06,02,1E,41,0A,41,0A,90,77,02,49,00,35,B8,75,BD,10,BA,E7,14,B0,39,18,E5,71,3B,F6,9E,12,3E,21,51,EA,BB,00,00,C0,41,00,00,C8,41,FB,B5,57,3B,0A,00,0A,00,00,00,00,00,00,CD,70
RECEIVED,EB,90,F7,F3,F9,00,DE,99,00,00,00,00,00,00,00,00,00,D9,00,B2,71,01,C7,E1,0F,C1,AF,99,2F,C0,92,F8,1F,40,01,00,00,EB,90,C7,89,01,00,10,82,EB,92,3E,A2,ED,63,06,02,1E,41,0A,41,0A,91,BD,02,66,B2,1F,B8,8B,FD,FB,B9,A6,37,40,39,32,A2,87,3B,4E,32,D1,3D,92,CD,9F,BB,00,00,C0,41,00,00,C8,41,94,20,7A,3B,0A,00,0A,00,00,00,00,00,00,6C,FE
